firstnameid,lastnameid,playerjerseynameid,commonnameid,trait2,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,tattoobackneck,preferredposition3,longpassing,penalties,animfreekickstartposcode,animpenaltieskickstylecode,isretiring,longshots,gkdiving,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,vision,contractvaliduntil,animpenaltiesapproachcode,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,sprintspeed,height,hasseasonaljersey,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,ballcontrol,shotpower,trait1,socklengthcode,weight,hashighqualityhead,gkglovetypecode,tattoorightarm,balance,gender,headassetid,gkkicking,internationalrep,animpenaltiesmotionstylecode,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,attackingworkrate,finishingcode2,aggression,acceleration,headingaccuracy,iscustomized,eyebrowcode,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,defensiveworkrate,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,skintypecode,tattoorightneck,gkkickstyle,stamina,playerid,marking,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,skintonecode,shortstyle,overallrating,tattooleftneck,emotion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,runningcode1,preferredposition4,volleys,accessorycolourcode2,facialhaircolorcode
23883,15164,15164,0,65536,2,4,84,1,65,0,0,66,0,63,62,0,-1,77,70,2,1,0,72,7,67,31,80,72,8,0,76,74,70,2020,0,64,64,61,0,0,2011,55,178,3,10,62,60,147063,14,73,77,0,0,70,1,0,0,73,0,164459,14,2,0,76,80,2,4,0,0,0,80,56,66,0,2,0,1,11,2,0,0,0,159155,0,2,46,1,0,3,70,0,0,0,68,164459,69,0,14,0,1,2,0,72,0,3,0,0,0,30,0,1,0,0,-1,74,0,3
34024,20124,20124,0,0,1,0,46,1,47,0,0,39,0,28,65,0,-1,58,53,0,0,0,30,13,68,31,57,69,13,0,63,60,48,2023,0,27,53,67,0,0,1021,75,188,0,-1,89,59,147587,5,55,40,64,2,78,1,0,0,49,0,164462,7,2,0,54,51,1,2,0,0,0,75,71,67,0,2,0,1,14,3,0,0,0,159216,1,0,14,1,0,2,69,2,0,0,64,164462,66,0,11,0,1,9,0,69,0,1,0,0,0,30,0,6,0,0,-1,53,0,0
3748,27950,2328,0,1024,1,4,66,1,75,0,0,85,0,25,29,0,-1,55,65,0,1,0,63,12,44,31,65,77,6,0,82,78,67,2019,0,83,68,25,0,0,3001,76,173,3,-1,65,69,146977,25,70,75,4195616,0,75,1,0,0,80,0,164464,13,1,0,67,50,2,2,0,2,0,66,74,78,0,2,0,1,13,9,0,0,0,157702,0,0,14,1,0,4,79,2,0,0,75,164464,37,0,10,0,2,9,0,77,0,2,0,0,0,30,0,2,0,0,-1,71,0,0
26311,17597,17597,0,0,5,0,45,1,66,0,0,49,0,140,65,0,-1,57,59,0,0,0,49,12,65,31,64,66,15,0,58,74,58,2020,1,40,61,70,0,0,3503,68,180,0,10,70,67,147354,3,57,55,128,0,72,0,0,0,76,0,164465,9,1,0,58,64,1,3,0,0,0,64,64,61,0,0,0,1,13,3,0,0,0,159141,1,2,14,1,0,3,81,2,0,0,75,164465,69,0,10,0,1,2,0,66,0,4,0,0,0,30,0,2,0,0,-1,43,0,3
12265,27596,27596,0,0,5,4,52,1,86,0,0,68,0,123,34,0,16,56,67,0,0,0,65,13,48,31,64,67,11,0,71,74,71,2019,0,66,72,29,0,0,17,72,165,3,12,31,49,147403,25,71,73,197120,1,59,0,0,0,92,0,164467,12,1,0,64,66,2,1,0,2,0,85,74,52,0,0,0,1,15,2,0,0,0,158046,1,2,35,1,0,4,74,0,0,0,79,164467,55,0,9,0,2,2,0,67,0,4,0,0,0,30,0,8,0,0,-1,64,0,1
9326,4331,4331,0,0,3,4,48,1,51,0,0,45,0,133,83,0,-1,61,53,0,0,0,66,5,81,31,28,81,12,0,80,74,56,2019,1,56,58,82,0,0,8,51,193,0,-1,79,264,153140,5,62,63,4194432,2,86,1,0,0,47,0,164468,9,3,0,66,27,1,0,0,0,0,85,42,85,0,0,0,1,12,1,0,0,0,159222,0,0,14,1,0,3,80,2,0,0,61,164468,83,0,5,0,1,1,0,81,0,3,0,0,0,30,0,5,0,0,-1,47,0,2
4575,21259,4253,21258,1024,1,4,81,1,45,0,0,69,0,154,70,0,-1,75,69,0,0,0,65,11,66,31,75,70,12,0,74,77,72,2021,1,59,58,65,0,0,2001,29,187,3,5,73,180,146883,10,73,79,295936,0,81,0,0,0,34,0,164470,9,1,0,77,73,1,4,0,0,0,65,39,59,0,1,0,1,14,9,0,0,0,156219,1,0,45,1,0,3,54,2,0,0,63,164470,55,0,14,0,2,4,0,70,0,3,0,0,0,30,0,4,0,10,-1,44,0,0
8817,12706,28035,28035,131072,6,4,56,1,55,0,0,79,0,30,20,0,-1,37,76,0,0,0,63,8,27,31,49,71,7,20,66,60,53,2019,1,69,64,19,0,0,6,59,188,3,-1,91,46,147448,25,70,74,0,0,76,0,0,0,58,0,164471,15,1,0,60,58,2,0,0,0,0,70,53,75,0,0,0,1,6,4,0,0,0,158796,1,0,45,1,0,3,66,0,0,0,72,164471,40,0,16,0,2,4,0,71,0,3,0,0,0,30,0,5,0,2,-1,73,0,3
5139,19808,19808,0,4096,1,3,69,1,77,0,0,74,0,60,40,0,-1,59,66,0,1,0,71,7,48,31,73,74,13,0,75,62,60,2018,1,73,79,33,0,1,1019,71,188,3,-1,72,174,147423,25,76,76,16,0,79,0,0,0,57,0,164478,12,2,0,70,68,2,2,0,0,0,65,68,68,0,2,0,1,10,3,0,0,16,159182,1,0,133,1,0,3,70,1,0,0,62,164478,35,0,11,0,2,9,0,74,0,3,0,0,0,30,0,4,0,0,-1,72,0,0
12806,5979,5979,0,1024,0,10,14,1,38,0,0,13,0,122,11,0,-1,32,13,0,0,0,19,68,22,31,9,71,73,0,68,65,47,2020,1,10,11,10,0,0,4003,34,191,4,-1,77,272,153140,0,24,16,3146752,0,90,0,123,0,35,0,164484,71,1,0,24,13,0,0,0,0,0,44,41,12,0,2,0,1,69,6,0,0,0,158790,1,0,46,1,0,3,66,2,0,1,39,164484,22,0,70,0,0,2,0,71,0,3,0,0,0,30,0,5,0,0,-1,13,0,3
6522,1747,1747,0,65536,1,6,79,1,72,0,0,67,0,82,70,0,7,72,64,2,0,0,66,7,74,31,76,75,6,0,72,74,72,2019,0,40,74,75,0,0,1023,66,185,0,8,76,137,147650,10,74,74,64,1,83,1,0,0,66,0,164491,16,2,0,77,73,2,2,0,0,0,75,67,68,0,0,0,1,10,9,0,0,25,158815,0,0,21,2,0,3,71,0,0,0,74,164491,76,0,16,0,1,6,0,75,0,3,0,0,0,30,0,5,0,0,-1,65,0,0
3745,10245,10245,0,2097152,4,0,15,1,37,0,0,12,0,0,15,0,-1,34,35,0,0,0,15,73,19,31,16,73,75,0,68,53,51,2023,0,14,14,14,0,0,24,37,193,3,-1,63,265,146793,0,28,24,2097152,0,95,1,94,0,47,0,164505,73,2,0,26,11,0,3,0,0,0,35,38,12,0,2,0,1,68,1,3,0,0,158776,0,0,95,2,0,2,67,2,0,3,30,164505,12,0,72,0,0,2,0,73,0,3,0,0,0,30,0,5,0,0,-1,15,0,3
7111,18398,18398,0,0,3,4,42,1,55,0,0,45,0,24,69,0,-1,70,42,0,0,0,38,13,70,31,58,72,7,0,73,71,49,2018,1,36,59,68,0,0,3500,50,183,1,-1,74,101,146555,5,69,50,4194304,0,75,1,0,0,69,0,164529,15,1,0,70,37,1,0,0,0,0,76,53,75,0,2,0,1,12,3,0,0,8,158213,0,0,95,1,0,4,79,0,0,0,76,164529,71,0,15,0,1,2,0,72,0,3,0,0,0,30,0,1,0,0,-1,38,0,2
968,9857,9857,0,131072,3,6,54,1,55,0,0,69,0,81,39,0,-1,52,65,0,0,0,55,12,35,31,34,65,13,0,65,62,64,2018,1,64,54,14,22,0,1509,30,191,3,-1,84,256,145734,25,64,69,4194320,0,86,0,0,0,37,0,164542,9,1,0,63,48,1,0,0,2,0,87,42,77,0,1,0,1,7,3,0,0,8,159033,1,0,95,1,0,2,82,0,0,0,34,164542,53,0,6,0,1,2,0,65,0,4,0,16,0,30,0,5,0,0,-1,60,1,0
5219,27902,27902,0,0,3,6,65,1,58,0,0,80,0,77,48,0,-1,46,72,0,2,0,66,8,46,31,53,70,8,0,72,69,61,2018,1,72,64,44,0,0,15,45,183,1,-1,63,48,146203,25,69,76,4203520,0,75,0,0,0,56,0,164559,10,1,0,62,61,2,3,0,2,0,68,51,71,0,1,0,1,16,3,1,0,0,155673,1,2,95,1,0,3,69,0,0,0,81,164559,49,0,13,0,1,4,0,70,0,3,0,0,0,30,0,2,0,0,-1,74,0,0
27799,12830,12830,0,0,3,0,70,1,63,0,0,65,0,90,69,0,3,69,72,0,0,0,67,14,63,31,56,69,12,0,66,66,62,2023,1,60,68,68,0,0,2025,58,178,3,10,70,32,147657,14,67,76,128,0,72,0,0,0,70,0,164568,13,1,0,72,69,2,1,0,0,0,75,65,60,0,1,0,1,8,3,0,0,0,158597,1,2,70,1,0,4,64,2,0,0,77,164568,69,0,10,0,2,2,0,69,0,3,0,0,0,30,0,2,0,0,-1,72,0,2
16909,28993,28993,0,0,0,4,72,1,66,0,0,51,0,53,68,0,-1,59,65,2,0,0,61,8,62,31,67,66,8,0,65,64,60,2023,0,47,65,66,0,0,2010,63,174,4,10,66,57,147559,7,67,79,4,0,73,0,0,0,74,0,164581,13,1,0,61,72,2,3,0,0,0,74,63,61,0,0,0,1,6,1,0,0,0,158421,1,0,70,2,0,2,76,1,0,0,66,164581,67,0,10,0,1,2,0,66,0,4,0,0,0,30,0,2,0,0,-1,38,0,3
12479,15147,15147,0,0,12,6,52,1,54,0,0,50,0,122,67,0,-1,68,65,0,0,0,58,16,68,31,42,68,14,0,67,68,55,2018,1,54,59,65,0,0,4,48,185,1,5,74,101,146392,10,67,80,4,0,79,0,0,0,60,0,164610,12,1,0,68,70,1,4,0,1,0,74,50,66,0,0,0,1,16,4,0,0,0,158578,1,2,95,1,0,3,68,2,0,0,67,164610,65,0,10,0,1,2,0,68,0,2,0,0,0,30,0,5,0,0,-1,48,0,3
12376,10943,10943,0,0,1,6,42,1,60,0,0,32,0,25,62,0,-1,55,44,0,0,0,30,9,60,31,56,63,9,0,58,59,31,2018,0,29,54,61,0,0,1528,43,178,0,3,74,180,146413,5,52,45,0,0,77,0,0,0,60,0,164618,6,1,0,60,23,1,4,0,0,0,72,53,58,0,0,0,1,12,3,0,0,22,159062,1,0,88,1,0,2,75,0,0,0,44,164618,59,0,10,0,1,5,0,63,0,3,0,24,0,30,0,2,0,0,-1,54,0,2
26030,14665,14665,0,0,5,0,64,1,44,0,0,65,0,133,62,0,-1,70,61,0,0,0,59,14,68,31,63,70,14,0,73,68,65,2019,1,56,64,52,0,0,2009,50,188,3,14,77,29,146282,10,68,72,0,0,79,0,0,0,51,0,164626,13,1,0,73,54,2,0,0,0,0,73,58,58,0,0,0,1,10,1,0,0,0,158436,1,0,13,1,0,3,80,2,0,0,83,164626,67,0,12,0,1,2,0,70,0,2,0,0,0,30,0,4,0,0,-1,50,0,3
26136,11214,11214,0,0,3,8,60,1,53,0,0,64,0,21,73,0,3,62,61,0,0,0,62,13,68,31,66,71,8,0,67,72,45,2019,0,57,61,72,0,1,2016,51,183,3,10,75,185,147068,5,64,72,1216,0,80,0,0,0,63,0,164633,11,1,0,64,52,1,4,0,0,0,72,52,72,0,2,0,1,12,1,0,0,27,158045,1,0,21,1,0,2,80,0,0,0,62,164633,63,0,16,0,2,2,0,71,0,3,0,0,0,30,0,2,0,0,-1,61,0,2
12853,3877,3877,0,0,2,0,64,1,59,0,0,57,0,64,66,0,-1,59,50,0,0,0,54,7,63,31,56,69,7,0,71,63,63,2020,1,23,45,64,0,0,14,50,183,0,14,79,217,147378,10,60,60,1058,1,77,0,0,0,74,0,164637,11,1,0,67,62,1,3,0,0,0,82,45,57,0,0,0,1,6,6,0,0,0,156584,1,2,13,1,0,3,72,0,0,0,87,164637,74,0,8,0,1,2,0,69,0,4,0,0,0,30,0,2,2,0,-1,41,0,3
25055,6286,6286,0,0,3,6,39,1,51,0,0,58,0,25,66,0,-1,63,55,0,0,0,58,12,60,31,55,62,13,0,74,63,59,2020,0,33,56,64,0,0,2007,38,183,0,-1,67,55,147244,14,59,56,0,1,71,0,0,0,50,0,164645,15,1,0,62,43,1,4,0,0,0,82,47,46,0,0,0,1,14,3,0,0,0,158776,1,0,25,1,0,1,55,2,0,0,56,164645,62,0,12,0,1,2,0,62,0,5,0,0,0,30,0,3,0,0,-1,25,0,0
25029,25172,25172,0,0,6,6,33,1,55,0,0,34,0,22,58,0,-1,52,45,0,0,0,52,6,62,31,44,61,14,0,58,48,45,2020,1,25,41,57,0,0,4003,62,186,3,-1,74,64,147714,5,54,64,0,0,79,0,0,0,59,0,164647,16,1,0,55,45,1,0,0,0,0,66,52,59,0,0,0,1,16,1,0,0,0,158985,1,0,36,1,0,3,70,2,0,0,67,164647,55,0,6,0,1,2,0,61,0,3,0,0,0,30,0,5,0,0,-1,41,0,2
15320,27521,27521,0,1024,3,0,55,1,74,0,0,59,0,65,70,0,-1,57,58,0,0,0,47,14,67,31,63,69,9,0,64,69,55,2019,1,50,64,69,0,0,3504,78,185,0,-1,78,183,147849,7,68,58,64,0,75,0,0,0,65,0,164766,8,1,0,65,33,2,3,0,2,0,62,74,61,0,0,0,1,6,3,0,0,0,156584,1,2,42,2,0,2,81,2,0,0,80,164766,60,0,11,0,1,2,0,69,0,2,0,0,0,30,0,5,0,0,-1,37,0,0
25075,8665,8665,0,131072,6,8,36,1,68,0,0,68,0,114,22,0,-1,60,73,0,0,0,63,13,36,31,55,70,9,101,70,73,65,2020,1,71,62,14,0,0,1522,55,186,3,-1,77,185,147721,25,73,76,80,0,76,1,0,0,65,0,164769,13,2,0,62,31,1,4,0,0,0,56,54,77,0,0,0,1,10,9,0,0,8,158411,0,0,42,2,0,2,81,2,0,0,52,164769,34,0,16,0,1,2,0,70,0,4,0,9,0,30,0,4,0,0,-1,70,0,2
29385,8169,8174,0,524288,3,4,18,0,52,0,0,15,0,30,12,0,-1,32,22,0,0,0,20,78,16,31,14,80,84,0,71,63,52,2021,1,13,14,13,0,0,14,47,190,1,-1,65,135,153140,0,22,14,2097152,0,83,1,104,0,44,0,164835,70,2,0,20,12,0,0,0,0,0,43,50,11,0,0,0,1,83,8,1,0,0,159222,0,0,37,1,0,2,68,0,0,3,25,164835,14,0,79,0,0,3,0,80,0,2,0,0,0,30,0,5,0,0,-1,17,0,0
17900,20625,20625,0,1024,1,6,34,1,54,0,0,28,0,22,71,0,-1,70,49,0,0,0,40,12,66,31,53,70,10,0,69,73,51,2018,1,34,59,70,0,0,15,58,180,3,-1,67,267,146564,5,60,49,33792,0,72,1,0,0,64,0,164839,7,1,0,71,31,1,0,0,0,0,69,49,68,0,0,0,1,7,3,0,0,0,158574,0,0,95,1,0,3,58,0,0,0,73,164839,74,0,6,0,1,2,0,70,0,2,0,0,0,30,0,2,0,0,-1,36,0,0
363,8372,8372,0,262144,1,4,27,1,50,0,0,16,0,141,11,0,-1,25,41,0,0,0,14,72,22,31,19,72,71,0,72,61,63,2020,1,18,19,18,0,0,2007,46,188,1,-1,70,58,146937,0,27,17,524288,0,90,1,116,0,42,0,164853,77,1,0,28,21,0,0,0,0,0,44,44,18,0,1,0,1,69,4,1,0,0,159143,0,0,195,1,0,2,72,2,0,3,38,164853,27,0,70,0,0,5,0,72,0,3,0,0,0,30,0,6,0,0,-1,19,0,0
12828,18676,18676,0,0,5,4,33,1,57,0,0,44,0,77,62,0,-1,53,45,0,0,0,28,16,61,31,49,64,12,0,59,56,54,2020,1,35,48,62,0,0,11,61,180,0,-1,74,43,147216,5,54,48,4194432,0,80,0,0,0,60,0,164854,15,1,0,54,30,1,4,0,0,0,57,65,64,0,2,0,1,12,4,0,0,0,159141,1,0,14,1,0,3,87,2,0,0,66,164854,60,0,12,0,1,2,0,64,0,3,0,0,0,30,0,2,0,0,-1,34,0,4
12795,16164,16164,0,0,6,14,32,1,51,0,0,36,0,46,66,0,-1,60,35,0,0,0,61,7,72,31,53,70,14,0,62,67,56,2019,1,28,44,66,0,0,1504,65,185,3,-1,90,29,147912,5,62,65,0,0,81,0,0,0,54,0,164855,12,1,0,53,35,1,0,0,0,0,74,60,66,0,0,0,1,16,3,3,0,0,158409,1,0,50,2,0,2,73,2,0,0,54,164855,70,0,7,0,1,5,0,70,0,3,0,0,0,30,0,5,0,0,-1,54,0,2
1904,15866,7425,7425,0,1,6,60,1,61,0,0,73,0,25,25,0,-1,44,89,1,0,0,72,7,37,31,47,73,6,0,72,70,52,2019,1,76,68,33,0,0,1027,64,182,0,-1,68,137,145998,25,69,79,4,2,74,0,0,0,62,0,164857,13,1,0,59,71,2,2,0,2,0,69,53,80,0,0,0,1,7,9,0,0,0,159141,1,0,38,1,0,3,76,2,0,0,44,164857,19,0,8,0,2,9,0,73,0,4,0,0,0,30,0,1,0,0,-1,73,0,0
26136,24914,24914,0,0,3,8,62,1,55,0,0,62,0,149,71,0,-1,70,42,0,0,0,64,7,73,31,59,70,14,0,72,74,67,2020,1,47,58,68,0,0,4,52,194,3,10,78,179,147687,14,69,70,1088,0,84,0,0,0,51,0,164858,12,1,0,72,60,1,4,0,0,0,82,45,69,0,0,0,1,9,4,0,0,0,157682,1,0,17,2,0,2,30,0,0,0,82,164858,70,0,15,0,1,2,0,70,0,3,0,0,0,30,0,4,0,0,-1,38,0,0
25975,27507,27507,0,65536,1,8,76,1,79,0,0,77,0,36,39,0,16,61,74,2,0,0,65,11,35,31,72,79,8,0,77,76,72,2021,1,74,81,36,0,0,1522,89,176,0,23,56,136,153140,12,78,76,139536,0,68,1,0,0,77,0,164859,9,3,0,72,74,2,4,0,0,103,65,89,58,0,0,0,2,8,3,0,0,0,158976,0,0,14,1,0,3,65,2,0,0,69,164859,37,0,9,0,2,7,0,79,0,3,1,0,0,30,0,1,0,2,-1,71,0,0
15708,22156,22156,0,4096,1,8,74,1,77,0,0,77,0,74,25,0,-1,67,73,2,0,0,72,10,29,31,71,74,9,0,69,79,76,2019,1,70,75,26,0,0,2508,65,175,4,23,50,266,147387,18,75,69,81936,0,68,0,0,0,73,0,164878,9,2,0,72,66,3,3,0,0,0,38,78,43,0,0,0,1,8,3,0,0,0,159201,1,1,26,1,0,4,63,2,0,0,54,164878,28,0,16,0,3,4,0,74,0,3,0,0,0,30,0,1,0,0,-1,73,0,0
25190,16239,17499,0,0,1,0,55,1,56,0,0,65,0,0,74,0,-1,72,73,1,0,0,60,7,71,31,52,75,16,0,66,70,64,2019,1,56,65,72,0,0,1001,73,189,1,10,83,267,147411,5,71,80,4194304,0,82,1,0,0,70,0,164959,15,2,0,73,51,1,3,0,0,0,81,67,79,0,2,0,1,9,9,0,0,8,159188,1,2,103,1,0,3,73,2,0,0,78,164959,72,0,6,0,1,6,0,75,0,2,0,0,0,30,0,5,0,0,-1,47,0,0
5804,26069,26069,0,0,3,12,69,1,69,0,0,80,0,36,24,0,-1,60,74,0,0,0,70,9,24,31,70,76,12,101,74,76,78,2019,1,80,79,20,0,1,2006,71,189,3,21,72,82,146289,27,81,76,0,0,79,0,0,0,58,0,164985,13,2,0,76,66,3,0,0,0,41,60,68,76,0,6,0,0,5,1,0,0,16,158837,1,1,18,1,0,4,72,2,0,0,66,164985,50,0,8,0,2,2,0,76,0,4,0,0,0,30,0,4,0,9,-1,80,0,2
12242,2330,2330,0,0,2,14,75,1,75,0,0,72,0,119,59,0,23,65,70,1,1,0,68,14,60,31,75,75,15,0,77,82,75,2019,1,67,76,63,0,0,22,73,176,3,3,70,267,153140,12,77,76,16,0,77,1,0,0,77,0,164994,9,2,1,76,67,2,0,0,2,0,62,75,48,0,2,0,1,8,2,0,0,0,158442,0,2,37,1,0,4,63,2,0,0,68,164994,65,0,13,0,2,2,0,75,0,2,2,0,0,30,0,8,0,0,-1,76,0,3
4600,358,358,0,0,1,4,65,1,90,0,0,66,0,25,30,0,12,47,69,0,0,0,57,16,25,31,59,67,10,0,64,55,70,2019,0,60,61,29,0,0,1527,75,175,3,16,74,81,153289,25,59,71,131200,2,75,0,0,0,60,0,165031,8,1,0,59,58,1,4,0,2,0,84,80,75,0,2,0,1,11,9,0,0,0,158961,1,0,58,1,0,3,93,2,0,0,61,165031,57,0,11,0,1,4,0,67,0,5,0,0,0,30,0,2,0,0,-1,62,0,2
12570,21497,21497,0,0,1,1,42,1,38,0,0,38,0,45,66,0,-1,60,58,0,0,0,39,11,63,31,50,68,16,0,56,64,58,2019,1,44,50,65,0,0,1523,45,185,3,-1,88,171,146609,5,57,65,0,0,90,0,0,0,62,0,165064,15,1,0,64,61,1,4,0,0,0,62,50,72,0,0,0,1,14,3,0,0,0,157322,1,2,34,1,0,3,69,2,0,0,51,165064,66,0,16,0,1,8,0,68,0,2,0,0,0,30,0,5,0,0,-1,38,0,0
29407,21823,21823,0,0,1,6,45,1,70,0,0,55,0,77,86,0,-1,67,57,0,0,0,74,9,85,31,67,80,13,0,78,76,60,2020,0,55,66,85,0,0,1522,68,183,4,7,74,98,147566,5,69,79,66576,0,79,0,0,0,67,0,165109,12,2,0,71,48,2,4,0,0,0,75,70,70,0,1,0,1,12,3,0,0,9,155307,1,2,39,2,0,3,65,2,0,0,69,165109,86,0,6,0,1,4,0,80,0,4,0,0,0,30,0,2,0,0,-1,51,0,2
13715,3038,3038,0,0,1,8,79,1,76,0,0,85,0,25,15,0,-1,55,82,0,1,0,75,13,22,31,75,84,7,20,83,79,84,2021,1,78,81,12,0,0,1519,76,185,3,-1,80,136,153289,25,85,81,256,0,81,1,0,0,61,0,165153,5,4,0,82,73,3,1,0,0,0,65,76,78,0,0,10,3,11,3,0,0,8,159222,0,1,18,1,0,4,70,0,0,0,72,165153,47,0,5,0,3,2,0,84,0,3,0,16,0,30,0,2,0,1,-1,78,1,0
23883,8905,8905,0,0,3,15,58,1,66,0,0,71,0,72,39,0,-1,61,61,0,1,0,62,7,43,31,62,66,10,0,71,64,63,2019,1,66,65,29,0,1,2010,71,183,3,25,67,127,147019,16,63,70,0,0,78,0,0,0,61,0,165176,11,1,0,65,49,2,3,0,0,0,48,66,62,0,2,0,1,16,2,0,0,16,158825,1,0,21,1,0,3,60,2,0,0,63,165176,42,0,13,0,1,2,0,66,0,4,0,0,0,30,0,2,0,0,-1,64,0,2
5658,6271,6271,0,131072,1,8,68,1,54,0,0,65,0,82,21,0,-1,20,67,0,0,0,64,7,29,31,48,65,14,0,55,55,54,2020,1,64,61,16,0,0,3004,67,188,0,-1,88,267,147280,25,65,70,66048,0,85,0,0,0,70,0,165185,6,1,0,35,63,1,3,0,0,0,70,57,68,0,0,0,1,16,9,0,0,0,159139,1,0,50,1,0,3,72,2,0,0,71,165185,44,0,11,0,1,6,0,65,0,3,1,0,0,30,0,5,0,0,-1,63,0,0
12793,15318,15318,0,0,3,8,69,1,53,0,0,67,0,155,70,0,-1,68,70,0,0,0,67,13,72,31,67,73,13,0,74,78,63,2019,0,62,59,65,0,0,10,53,183,0,14,77,228,147659,10,74,70,0,0,73,1,0,0,72,0,165190,8,2,0,73,53,1,0,0,0,0,70,60,72,0,1,0,1,13,10,0,0,0,158857,0,0,50,2,0,2,90,2,0,0,77,165190,73,0,10,0,2,3,0,73,0,2,0,0,0,30,0,2,0,0,-1,53,0,0
4427,12571,12571,0,0,1,8,66,1,64,0,0,68,0,4,42,0,-1,39,70,0,0,0,63,13,42,31,44,71,13,20,68,66,51,2020,1,70,63,32,0,0,1020,75,185,0,-1,82,59,147558,25,66,79,64,0,85,1,0,0,62,0,165191,16,2,0,56,55,2,3,0,0,0,74,68,72,0,1,0,1,16,9,0,0,0,159202,0,2,14,1,0,2,84,2,0,0,77,165191,42,0,16,0,2,8,0,71,0,3,0,0,0,30,0,5,0,0,-1,68,0,0
12123,11131,11131,0,0,1,6,32,1,41,0,0,12,0,65,68,0,-1,60,33,0,0,0,36,7,65,31,34,69,9,0,60,68,55,2019,1,29,39,66,0,0,2501,52,191,0,-1,83,60,148232,5,59,53,144,0,85,0,0,0,47,0,165219,10,1,0,61,28,1,4,0,0,0,70,53,72,0,0,0,1,9,4,0,0,0,159170,1,2,14,1,0,2,70,0,0,0,53,165219,66,0,8,0,1,2,0,69,0,2,0,0,0,30,0,5,0,0,-1,48,0,2
15213,14544,14544,0,0,6,16,22,1,65,0,0,41,0,63,84,0,-1,69,51,0,0,0,47,13,84,31,52,82,7,0,78,75,56,2020,1,32,62,83,0,0,23,66,186,1,-1,76,56,153140,5,66,54,4194320,0,75,1,0,0,61,0,165229,9,3,0,76,49,1,0,0,0,0,86,64,80,0,0,0,2,11,1,0,0,0,159222,0,2,18,1,0,3,79,2,0,0,65,165229,80,0,11,0,1,2,0,82,0,2,1,0,0,30,0,4,0,0,-1,35,0,2
20031,27016,20031,0,0,1,4,58,1,79,0,0,47,0,101,80,0,-1,73,53,0,0,0,62,12,76,31,70,73,7,0,68,64,64,2019,1,25,69,74,0,0,1502,67,176,0,-1,64,43,147103,7,69,66,2,0,70,0,0,0,79,0,165232,8,1,0,72,43,2,3,0,0,0,72,67,61,0,1,0,1,15,4,0,0,25,158092,1,0,18,2,0,3,72,2,0,0,72,165232,75,0,9,0,1,2,0,73,0,4,0,0,0,30,0,2,0,0,-1,38,0,2
5823,4425,4425,0,0,4,8,32,1,56,0,0,51,0,65,63,0,-1,58,48,0,0,0,47,11,69,31,42,67,9,0,62,68,53,2019,1,48,53,58,0,0,1522,68,184,3,-1,72,52,147534,5,57,52,1024,0,76,0,0,0,69,0,165243,13,1,0,62,37,1,4,0,0,0,73,52,66,0,0,0,1,13,3,0,0,0,158799,1,0,18,1,0,3,67,2,0,0,60,165243,67,0,7,0,1,2,0,67,0,3,0,0,0,30,0,1,0,0,-1,19,0,2
11920,14083,14083,0,0,1,6,19,1,67,0,0,16,0,1,16,0,-1,45,49,2,0,0,20,75,24,31,20,78,80,0,76,48,70,2019,1,16,29,15,0,0,1011,35,181,3,-1,70,266,147807,0,32,20,2098176,0,81,0,126,0,48,0,165247,90,2,0,31,40,0,2,0,0,0,38,35,14,0,6,0,1,74,9,0,0,0,154028,1,0,140,1,0,5,71,2,0,1,25,165247,17,0,76,0,0,8,0,78,0,4,0,0,0,30,0,2,0,0,-1,13,0,0
22085,3676,3676,0,0,1,1,62,1,67,0,0,64,0,60,29,0,27,52,65,0,0,0,57,14,23,31,63,65,14,0,61,58,61,2020,0,59,66,23,0,0,1020,76,187,0,12,70,171,147751,23,65,66,16,0,70,0,0,0,57,0,165269,11,1,0,62,62,2,2,0,0,0,59,78,63,0,0,0,0,12,9,0,0,0,158462,1,0,144,1,0,3,50,1,0,0,30,165269,22,0,14,0,2,10,0,65,0,3,0,0,0,30,0,4,0,0,-1,61,0,0
17900,26140,26140,0,0,3,4,45,1,66,0,0,48,0,140,61,0,-1,63,42,0,0,0,60,15,60,31,57,63,12,0,63,62,64,2023,0,50,59,60,0,0,1516,62,178,3,7,72,174,146984,14,61,60,208,0,74,0,0,0,66,0,165316,8,1,0,64,50,1,0,0,0,0,82,50,52,0,0,0,1,13,3,0,0,0,159141,1,2,25,2,0,3,78,2,0,0,77,165316,48,0,11,0,1,2,0,63,0,3,0,0,0,30,0,2,0,0,-1,53,0,0
