assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,teamcolor3b,defmentality,powid,defensivestyle,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,popularity,hastifo,teamstadiumcapacity,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,uefa_cl_wins,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,suittypeid,numtransfersin,playersinboxfk,stanchionflamethrower,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,offensivewidth,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
820,150,18,228,7500,255,255,1885,227,1,3,57,18,5,255,Aalborg BK,1,68,-1,4,201266,4,8,-1,6,0,1,5,0,14135,0,1,4,271,1,66,66,67,67,2,9,53,65,67,1,0,34,131444,0,66720,54,201266,1,0,3,64,2,201266,7,820,0,139424,2,0,2,0,131444,1,0,7,0,201266,4,0,0,0,52,900000,40,67,4,37,4,1,201266,201266,2,0,1,353,0,-1,54,1056928,67
822,150,25,196,2600,255,255,1891,255,25,2,55,255,4,255,Vejle BK,255,44,-1,1,243793,4,3,-1,4,0,2,3,0,10418,1,690,4,1516,1,62,64,64,64,2,9,67,64,63,1,0,32,243886,1,66560,80,243793,1,0,6,49,4,206286,7,822,0,1085440,2,0,2,0,204730,2,1,2,0,243793,5,0,0,1,69,650000,62,62,4,79,7,1,227958,243793,2,0,1,353,0,-1,40,528384,65
837,146,255,255,1800,1,1,1903,255,255,4,53,255,1,1,Dundalk FC,255,59,-1,4,212106,4,10,-1,6,0,2,4,0,4500,1,145,4,306,1,64,64,64,67,2,-6,36,63,63,0,0,43,190031,1,99464,52,212106,0,0,10,73,2,212106,3,837,0,99464,2,0,2,0,201467,0,0,4,0,212106,12,0,0,0,38,900000,53,64,4,33,7,0,212106,212106,2,0,2,353,0,-1,53,123016,67
838,146,150,24,1000,255,255,1942,45,76,1,53,149,1,255,Bray Wanderers,84,75,-1,2,199480,4,2,-1,4,0,2,1,0,3185,0,69,4,306,1,55,53,53,53,2,-6,52,53,55,0,0,42,235072,1,1098753,32,235072,1,0,2,52,2,235072,6,838,0,286721,1,0,2,0,165458,1,0,3,0,235072,0,0,0,0,50,500000,54,55,4,53,10,0,207995,235072,2,0,1,353,0,-1,72,315393,51
873,76,81,0,20000,255,255,1922,65,156,3,52,121,3,255,Lech Poznań,198,76,-1,2,208160,4,10,-1,6,0,2,5,0,42837,1,388,5,1871,1,70,68,70,71,2,16,50,67,67,1,0,66,208160,0,132114,36,208160,1,0,5,56,2,208160,5,873,0,286738,2,0,2,0,189724,1,1,3,0,208160,7,0,0,1,49,5333000,62,69,5,61,5,2,201285,208160,2,0,5,353,0,-1,76,1073170,69
894,119,155,1,8000,255,255,1896,255,230,2,47,255,4,255,FC Zürich,255,48,-1,1,184287,4,6,-1,4,0,1,5,0,26104,1,539,3,322,1,67,67,67,61,2,8,66,65,65,1,0,39,231027,1,296000,57,184287,0,0,10,43,2,184287,6,894,0,1069120,2,0,2,0,190640,2,0,3,0,184287,12,0,0,1,66,2992000,69,67,4,73,5,1,184287,184287,2,0,4,353,0,-1,77,1069120,61
896,77,4,230,49300,129,1,1893,1,22,5,47,7,1,7,FC Basel,129,68,-1,4,210538,4,10,-1,6,0,2,7,0,38512,1,41,5,900,1,73,73,73,71,2,7,38,74,74,1,0,58,210538,0,83122,27,216158,1,0,12,68,2,183187,6,896,0,148658,1,0,2,0,183346,0,0,6,0,183187,20,0,0,1,38,9277438,48,73,5,38,4,1,183187,210538,2,0,6,353,0,-1,68,542898,71
897,76,98,0,10000,255,255,1901,240,170,3,47,230,3,255,FC Luzern,30,58,-1,4,184285,4,5,-1,4,0,2,4,0,17000,1,292,4,896,1,64,65,64,66,2,8,51,62,62,1,0,65,184285,1,90272,55,184285,1,0,2,75,2,184285,6,897,0,90272,1,0,2,0,193344,1,0,4,0,184285,1,0,0,1,53,3300000,53,65,5,59,6,1,184285,184285,2,0,3,353,0,-1,75,135328,66
898,6,148,45,11000,255,255,1879,45,88,2,47,168,2,255,FC St. Gallen,88,47,-1,1,52752,4,6,-1,4,0,2,3,0,19568,1,461,5,322,1,66,66,66,67,2,9,50,64,64,1,0,52,52752,0,1066018,49,210619,1,0,1,45,2,210619,7,898,0,1073186,2,0,2,0,231108,1,1,2,0,52752,2,0,0,0,52,3718000,52,66,5,65,5,1,233139,52752,2,0,4,353,0,-1,79,548898,67
900,119,209,255,31750,1,1,1898,255,0,4,46,219,2,1,BSC Young Boys,0,58,-1,4,179560,4,9,-1,5,0,2,6,0,31793,1,48,4,896,1,71,71,71,73,2,7,40,70,70,1,0,40,229752,0,99472,39,179560,1,0,6,80,2,179560,5,900,0,83088,0,0,2,0,45083,0,0,3,0,179560,12,0,0,0,40,4500000,40,71,5,40,5,1,156432,179560,2,0,4,353,0,-1,70,1069200,73
917,152,107,19,4900,1,1,1912,255,174,2,59,255,2,1,Stabæk Fotball,255,68,-1,4,233445,4,4,-1,6,0,2,2,0,4938,1,32,3,920,1,62,65,62,68,2,11,53,65,63,1,0,55,233445,1,99336,45,233445,1,0,1,65,2,233445,8,917,0,139272,0,0,2,0,155264,1,0,3,0,233445,1,0,0,0,53,500000,55,64,3,39,10,1,201876,233445,2,0,1,353,0,-1,45,542728,68
918,152,228,255,3400,1,1,1916,235,1,1,67,210,2,1,FK Bodø/Glimt,1,26,-1,0,203733,4,3,-1,4,0,2,3,0,5635,0,58,5,418,1,64,63,64,63,2,14,67,62,63,1,0,27,203733,1,1052680,52,242166,1,0,2,26,2,242166,4,918,0,526344,2,0,2,0,207622,3,0,3,0,203733,0,0,0,1,73,660000,72,63,5,72,5,1,222216,203733,2,0,1,353,0,-1,52,526344,63
919,152,19,204,8600,255,255,1908,245,25,3,60,10,2,255,SK Brann,12,26,-1,0,200770,4,7,-1,2,0,1,5,0,17686,0,46,3,920,1,68,68,69,67,2,5,51,69,69,1,0,31,200770,0,1049672,32,200770,0,0,6,30,2,200770,2,919,0,548936,2,0,2,0,189899,1,0,2,0,200770,3,0,0,0,50,1200000,38,68,4,45,5,1,189899,200770,2,0,1,353,0,-1,62,542792,67
920,152,46,25,7600,63,226,1913,255,202,3,59,255,2,31,Vålerenga,255,60,-1,4,152463,4,7,-1,5,0,2,5,0,17333,1,361,6,299,1,65,65,65,66,2,10,36,65,66,1,0,68,152463,1,132096,37,152463,0,0,4,78,2,152463,6,920,0,66560,2,0,2,0,152463,0,0,7,0,152463,5,0,0,0,38,1300000,48,65,6,38,4,1,226535,152463,2,0,2,353,0,-1,48,1052672,67
922,152,51,51,9200,255,255,1907,198,102,3,59,36,2,255,Strømsgodset Toppfotball,5,66,-1,4,203368,4,8,-1,6,0,1,3,0,8935,0,142,5,298,1,67,65,67,66,2,10,50,64,66,1,0,46,203368,2,148736,46,203368,1,0,5,66,2,203368,7,922,0,155904,2,0,2,0,233400,1,0,3,0,203368,2,0,0,0,49,1100000,42,66,5,57,7,1,176680,203368,2,0,1,353,0,-1,76,90368,66
982,76,1,255,12300,1,1,1983,255,1,5,37,255,5,1,FC Seoul,255,47,-1,1,202986,4,8,-1,4,0,2,6,0,66806,1,443,4,983,1,69,66,69,65,2,126,50,65,66,1,1,67,202986,0,73760,41,222661,1,0,2,47,4,222661,6,982,0,1056800,2,0,2,0,165888,1,0,2,0,202986,6,0,0,0,49,4600000,67,67,4,47,3,9,229949,202986,4,0,7,353,0,-1,41,526368,64
983,76,1,1,11800,255,255,1995,204,204,4,37,1,4,255,Suwon Bluewings,1,44,-1,1,212066,4,8,-1,4,0,2,5,0,43959,1,469,4,982,1,67,68,67,69,2,127,37,68,68,1,1,47,212066,1,1098808,42,212066,1,0,4,35,4,233457,5,983,0,1066040,2,0,2,0,212066,0,0,2,0,212066,4,0,1,0,38,5000000,53,68,5,33,2,9,180287,212066,4,0,5,353,0,-1,73,575544,69
1013,36,44,29,40000,17,217,1908,29,63,3,-34,44,1,27,San Lorenzo de Almagro,63,45,-1,1,215199,4,9,-1,4,0,2,7,0,47964,2,82,6,111711,1,71,72,70,76,2,-58,70,71,71,1,1,43,215199,1,69960,45,172019,1,0,0,39,2,172019,5,1013,0,1069384,1,0,2,0,200197,2,0,3,0,215199,15,0,0,0,70,8500000,73,72,6,69,4,-3,200197,215199,7,0,8,353,0,-1,65,1053000,76
1028,142,229,255,40000,29,226,1924,255,0,1,19,229,3,29,Monarcas Morelia,0,44,-1,1,213597,4,4,-1,4,0,2,4,0,34794,1,329,3,1880,2,69,69,69,73,2,-101,67,68,69,1,0,48,213597,0,1057024,32,213597,1,0,1,45,6,213597,4,1028,0,1052928,0,0,2,0,204406,2,0,3,0,213597,1,0,0,0,69,4933333,78,70,3,75,8,-6,213597,213597,7,0,5,353,0,-1,32,526592,73
1032,142,34,13,165000,255,255,1945,13,63,3,25,34,1,255,Monterrey,63,66,-1,4,198129,4,9,-1,6,0,2,7,0,53500,1,325,5,1970,2,74,74,73,74,2,-100,66,72,73,1,1,63,212541,0,115730,73,196143,1,0,2,63,2,212456,5,1032,0,167954,0,0,2,0,172077,2,0,5,0,196143,4,0,0,1,66,19602000,77,74,5,65,4,-6,184626,196143,7,0,8,353,0,-1,43,542738,73
1035,119,1,1,64000,255,255,1908,255,1,2,-20,255,3,255,Atlético Mineiro,255,67,-1,4,230459,4,7,-1,5,0,2,7,0,23018,1,44,3,568,1,75,74,75,76,2,-44,38,74,74,1,0,34,230286,1,165000,53,230459,0,0,1,64,2,230459,9,1035,0,165000,1,0,2,0,230175,0,0,5,0,230459,1,0,0,0,39,13500000,44,74,3,34,3,-3,230294,230459,7,0,6,353,0,-1,44,575624,76
1039,119,0,220,25000,1,1,1924,255,29,3,-25,255,2,1,Atlético Paranaense,255,43,-1,1,230267,0,5,-1,2,0,2,3,0,42370,2,129,2,111048,1,70,70,70,69,2,-49,72,70,70,1,1,53,230266,0,148484,79,230267,0,0,0,31,2,230267,8,1039,0,1085444,2,0,2,0,230401,2,0,2,0,230267,1,0,0,0,72,2100000,63,70,2,61,10,-3,230490,230267,7,0,4,353,0,-1,49,559108,69
1048,119,0,200,60000,255,255,1909,255,0,3,-30,255,1,255,Internacional,255,46,-1,1,230431,0,7,-1,4,0,2,6,0,50128,1,386,5,1629,1,74,74,74,73,2,-51,53,74,74,0,1,55,230183,1,73745,49,230431,1,0,1,47,2,230183,5,1048,0,1073169,2,0,2,0,230229,1,0,3,0,230183,3,0,0,0,52,8850000,55,74,5,47,5,-3,230495,230183,7,0,6,353,0,-1,69,167953,73
1053,119,255,255,68400,1,1,1912,1,255,3,-24,1,2,1,Santos,1,46,-1,1,230464,0,6,-1,3,0,2,5,0,16068,1,433,6,517,1,71,71,71,73,2,-46,50,71,71,0,0,37,230464,1,1082376,55,230464,1,0,1,39,5,230464,7,1053,0,1056776,2,0,2,0,230328,1,0,3,0,230464,8,0,0,1,53,6350000,37,71,5,59,8,-3,230498,230464,7,0,5,353,0,-1,55,526344,73
1318,119,255,255,0,6,241,1863,255,255,6,51,255,4,6,England,255,43,-1,3,246073,4,10,-1,4,0,2,0,0,90000,0,0,3,1337,1,82,82,82,84,2,0,36,81,81,0,0,41,246073,0,1049600,27,246073,1,0,0,43,2,246077,0,1318,0,1049600,0,0,2,0,190044,3,0,5,0,246073,0,0,0,0,38,0,43,82,4,33,0,0,5419,186345,2,0,8,353,0,-1,43,1049600,84
1322,6,9,204,0,255,255,1904,239,26,5,48,2,5,255,Austria (National team),40,66,-1,4,197445,4,10,-1,6,0,1,0,0,50865,1,0,4,1337,1,78,77,78,80,2,16,39,75,75,1,0,50,197445,1,164912,24,197445,0,0,0,70,2,197445,0,1322,0,132144,1,0,2,0,189606,0,1,6,0,197445,0,0,0,0,40,0,40,77,4,40,0,1,184200,197445,2,0,4,353,0,-1,40,73776,80
1325,77,40,238,0,69,250,1895,10,57,5,50,10,1,224,Belgium,10,68,-1,3,192985,4,10,-1,7,0,2,0,0,50122,1,0,3,105035,1,83,84,83,86,2,4,39,85,85,1,0,32,192985,0,115712,51,192985,1,0,0,62,4,192985,0,1325,0,181248,0,0,2,0,183277,0,0,6,0,192985,0,0,0,1,37,0,42,84,4,32,0,1,183277,192985,2,0,7,353,0,-1,62,312320,86
1327,6,107,37,0,255,255,1923,182,83,3,43,35,5,255,Bulgaria,41,49,-1,1,4833,4,10,-1,4,0,1,0,0,43340,1,0,4,1356,1,63,67,63,69,2,23,50,67,67,1,0,47,213885,2,73728,43,4833,1,0,0,35,2,4833,0,1327,0,1056768,2,0,2,0,202756,1,0,2,0,4833,0,0,0,0,51,0,47,67,4,55,0,2,4833,185373,2,0,5,353,0,-1,43,526336,69
1330,148,27,225,0,163,59,1901,255,34,3,50,255,3,90,Czech Republic,255,76,-1,2,226592,4,10,-1,7,0,1,0,0,21000,1,0,4,1337,1,74,75,74,73,2,14,49,74,74,0,0,33,189600,2,73728,33,6235,1,0,0,53,2,6235,0,1330,0,270336,2,0,2,0,189600,1,0,3,0,226592,0,0,0,0,51,0,61,75,4,43,0,1,198429,226592,2,0,5,353,0,-1,33,526336,73
1331,65,4,154,0,255,255,1889,153,8,4,55,3,3,255,Denmark,8,60,-1,4,190460,4,10,-1,5,0,2,0,0,38009,1,0,5,1363,1,79,78,79,77,2,13,51,77,77,0,0,45,190460,1,139552,45,190460,1,0,0,75,2,190460,0,1331,0,90400,0,0,2,0,213661,1,0,4,0,190460,0,0,1,0,53,0,33,78,5,59,0,1,190460,190460,2,0,5,353,0,-1,75,266528,77
1334,6,255,255,0,204,0,1907,255,255,2,60,235,5,102,Finland,245,25,-1,0,222912,4,10,-1,2,0,2,0,0,39784,1,0,2,1363,1,69,70,69,70,2,24,51,66,66,1,0,29,222912,0,1056768,46,222912,0,0,0,30,2,222912,0,1334,0,532480,2,0,2,0,198479,1,0,2,0,222912,0,0,0,0,49,0,68,70,2,52,0,2,190362,222912,2,0,3,353,0,-1,46,532480,70
1335,119,1,1,0,255,255,1904,255,136,2,48,1,2,255,France,1,29,-1,1,246070,4,10,-1,4,0,1,0,0,47929,1,0,4,1343,1,85,85,85,82,3,2,73,83,83,1,0,33,246070,1,263168,55,220814,1,0,0,24,2,246080,0,1335,0,526336,0,0,2,0,238443,0,0,7,0,246070,0,0,0,1,71,0,75,85,4,75,0,1,246070,194765,2,0,9,353,0,-1,55,526336,82
1337,76,255,255,0,1,1,1900,15,255,6,52,145,2,1,Germany,120,67,-1,1,238435,4,10,-1,4,0,2,0,0,74064,1,0,4,1318,1,85,85,85,84,3,13,39,84,84,0,0,44,238435,0,180864,43,236074,0,0,0,64,2,182521,0,1337,0,132224,0,0,2,0,238435,0,0,7,0,238435,0,0,0,1,39,0,44,85,4,34,0,1,3647,182521,2,0,10,353,0,-1,44,266368,84
1338,119,92,51,0,255,255,1926,15,180,4,37,136,1,255,Greece,210,27,-1,0,178115,4,10,-1,2,0,2,0,0,33334,1,0,2,1365,1,74,75,74,75,2,23,72,78,78,1,0,39,178115,0,1056864,48,203980,1,0,0,25,2,178115,0,1338,0,542816,0,0,2,0,181459,3,0,2,0,203980,0,0,0,0,69,0,68,75,3,68,0,2,183483,203980,9,0,6,353,0,-1,68,542816,75
1341,6,91,36,0,255,255,1947,221,167,4,64,23,4,255,Iceland,11,47,-1,1,191076,4,10,-1,3,1,1,0,0,9800,0,0,4,1331,1,74,72,74,73,2,-21,51,71,71,0,0,33,184484,1,1056768,49,191076,0,0,0,47,2,184484,0,1341,0,1056768,0,0,2,0,189167,1,0,2,0,184484,0,0,0,0,52,0,33,72,4,67,0,0,184484,184484,2,0,3,353,0,-1,49,526336,73
1343,148,107,0,0,210,0,1898,255,187,5,41,255,1,90,Italy,255,25,-1,3,230471,4,10,-1,4,0,1,0,0,73261,1,0,3,1335,1,81,83,81,84,2,12,71,83,83,1,0,27,231933,1,1073152,56,1114,1,0,0,28,2,1114,0,1343,0,544768,0,0,2,0,238439,3,0,5,0,230471,0,0,0,0,67,0,62,83,4,71,0,1,230471,198219,2,0,9,353,0,-1,66,544768,84
1352,119,5,164,0,255,255,1902,17,1,3,59,51,3,255,Norway,210,47,-1,1,182888,4,10,-1,4,0,2,0,0,27200,0,0,5,1363,1,74,74,74,75,2,10,69,73,73,0,0,66,182888,2,139264,36,187043,1,0,0,41,2,187043,0,1352,0,1052672,2,0,2,0,187043,2,0,2,0,182888,0,0,0,0,67,0,76,74,5,71,0,1,182888,182888,2,0,3,353,0,-1,36,528384,75
1353,119,2,206,0,255,255,1919,221,2,6,52,22,2,255,Poland,22,46,-1,1,188545,4,10,-1,4,0,2,0,0,58000,1,0,3,1337,1,76,77,76,82,2,21,52,74,74,1,0,34,197242,0,66592,56,164994,0,0,0,32,2,197242,0,1353,0,1056800,0,0,2,0,188545,1,0,2,0,188545,0,0,1,1,49,0,34,77,3,52,0,1,188545,188545,2,0,5,353,0,-1,56,526368,82
1354,119,10,210,0,2,0,1914,20,15,3,39,130,2,100,Portugal,0,74,-1,2,20801,4,10,-1,6,0,1,0,0,37593,1,0,3,1362,1,82,82,82,85,2,-9,52,80,80,1,0,47,20801,1,164896,77,53769,1,0,0,57,4,5589,0,1354,0,303136,0,0,2,0,20801,1,0,3,0,20801,0,0,0,1,50,0,39,82,3,63,0,0,20801,20801,2,0,8,353,0,-1,37,1056800,85
1355,6,153,0,0,255,255,1921,10,76,3,53,140,2,255,Republic of Ireland,31,67,-1,4,201884,4,10,-1,6,0,2,0,0,51700,0,0,5,1318,1,74,74,74,74,2,-6,50,76,76,1,0,55,201884,1,155648,35,201884,1,0,0,55,2,201884,0,1355,0,139264,2,0,2,0,180216,1,1,4,0,201884,0,0,0,0,53,0,67,74,5,31,0,0,169216,201884,2,0,5,353,0,-1,35,526336,74
1356,6,204,255,0,1,255,1909,1,1,5,44,1,5,1,Romania,204,47,-1,1,166124,4,10,-1,3,0,1,0,0,55634,1,0,4,1886,1,72,72,72,70,2,26,53,71,71,1,0,40,212047,1,1056840,56,235813,0,0,0,37,2,166124,0,1356,0,1056840,1,0,2,0,205943,1,1,2,0,166124,0,0,0,0,49,0,40,72,4,57,0,2,166124,212207,2,0,5,353,0,-1,56,526408,70
1357,77,16,255,0,255,255,1912,160,26,3,55,20,3,255,Russia,20,44,-1,1,187735,0,10,-1,4,0,2,0,0,45000,1,0,4,1353,1,77,78,77,79,2,37,49,76,76,1,0,46,187735,1,90112,77,187735,1,0,0,63,2,206225,0,1357,0,1089536,0,0,2,0,238380,1,1,2,0,187607,0,0,0,0,50,0,46,78,4,63,0,3,187607,187735,2,0,6,353,0,-1,37,542720,79
1359,77,55,20,0,255,255,1873,250,150,3,55,240,4,255,Scotland,1,47,-1,1,202539,4,10,-1,4,0,2,0,0,52063,0,0,4,1318,1,75,75,75,75,2,-4,50,74,74,0,0,67,202282,2,1056768,45,202539,1,0,0,39,2,202539,0,1359,0,1056768,2,0,2,0,216267,1,0,2,0,202539,0,0,0,0,53,0,67,75,4,39,0,0,202539,202539,2,0,4,353,0,-1,45,526336,75
1361,119,255,255,0,200,55,1991,100,255,3,47,175,3,20,Slovenia,40,74,-1,2,200647,4,10,-1,7,0,2,0,0,16100,1,0,3,1343,1,77,75,77,72,2,16,36,73,73,0,0,48,200647,1,132096,42,200647,1,0,0,58,2,200647,0,1361,0,263168,0,0,2,0,195365,0,0,6,0,200647,0,0,0,0,38,0,58,75,3,38,0,1,200647,200647,2,0,5,353,0,-1,58,1052672,72
1362,77,8,181,0,25,255,1909,200,16,1,40,44,1,173,Spain,22,68,-1,3,41,4,10,-1,4,0,2,0,0,81044,0,0,3,1343,1,86,86,86,86,2,-3,35,85,85,0,0,47,191695,0,262816,21,41,1,0,0,67,2,41,0,1362,0,131744,0,0,2,0,155862,3,0,5,0,41,0,0,0,1,36,0,51,86,4,28,0,1,191695,197781,2,0,9,353,0,-1,57,132256,86
1363,77,221,253,0,180,1,1904,250,26,4,59,210,1,106,Sweden,5,66,-1,4,208448,4,10,-1,6,0,2,0,0,50000,0,0,3,1331,1,75,76,75,78,2,18,53,76,76,0,0,60,208448,1,135168,40,208448,1,0,0,70,2,208448,0,1363,0,155648,0,0,2,0,156713,1,1,3,0,208448,0,0,1,0,53,0,40,76,3,49,0,1,208448,208448,2,0,5,353,0,-1,70,270336,78
1364,6,23,228,0,255,255,1895,222,6,4,47,11,3,255,Switzerland,11,46,-1,1,193348,4,10,-1,4,0,1,0,0,38512,1,0,5,1322,1,78,78,78,73,2,7,53,77,77,1,0,60,193348,1,1056784,55,193348,1,0,0,39,4,193348,0,1364,0,1056784,0,0,2,0,108080,1,0,2,0,193348,0,0,0,0,53,0,60,78,5,59,0,1,193352,193348,2,0,5,353,0,-1,55,266256,73
1365,119,17,213,0,255,255,1923,224,27,3,40,27,4,255,Turkey,34,75,-1,2,192991,4,10,-1,3,0,1,0,0,50500,1,0,5,1338,1,77,76,77,79,2,29,37,75,75,1,0,51,231887,2,181280,20,231887,1,0,0,51,4,231887,0,1365,0,263200,0,0,2,0,124635,0,0,7,0,192991,0,0,0,0,36,0,41,76,5,31,0,2,192991,192991,9,0,6,353,0,-1,41,1105952,79
1367,77,15,218,0,255,255,1876,1,4,5,51,181,5,255,Wales,1,44,-1,1,173731,4,10,-1,4,0,2,0,0,33280,1,0,5,1318,1,72,75,72,82,2,-3,68,73,73,0,0,57,186561,0,1052672,49,186561,0,0,0,53,2,186561,0,1367,0,1052672,0,0,2,0,163824,2,0,2,0,173731,0,0,0,0,72,0,67,75,5,63,0,0,173731,173731,2,0,4,353,0,-1,49,526336,82
1369,36,200,125,0,255,255,1893,100,255,2,-34,175,3,255,Argentina,225,74,-1,3,190042,4,10,-1,4,0,1,0,0,65645,0,0,3,1370,1,79,82,79,87,2,-58,36,77,77,1,0,33,190042,0,164992,52,190042,1,0,0,53,4,190042,0,1369,0,296064,2,0,2,0,1041,3,0,5,0,190042,0,0,0,1,38,0,43,82,4,33,0,-3,190042,158023,7,0,9,353,0,-1,43,1049728,87
1370,119,240,255,0,68,0,1914,20,1,5,-23,140,1,118,Brazil,70,75,-1,1,246089,4,10,-1,4,0,2,0,0,74738,0,0,4,1369,1,80,81,80,84,3,-43,51,80,80,0,0,64,246089,1,1082016,74,238430,1,0,0,54,4,236166,0,1370,0,303264,0,0,2,0,237067,0,1,7,0,246089,0,0,0,0,52,0,68,81,4,61,0,-3,237067,190871,2,0,10,353,0,-1,44,1106080,84
1375,6,17,230,0,255,255,1906,0,23,2,-25,56,3,255,Paraguay,168,58,-1,4,174381,4,10,-1,5,0,2,0,0,40759,2,0,5,1369,1,74,73,74,75,2,-57,50,72,72,1,0,46,174381,1,172032,76,174381,1,0,0,76,4,174381,0,1375,0,122880,2,0,2,0,140222,1,0,4,0,174381,0,0,0,0,49,0,42,73,5,57,0,-4,219932,174381,7,0,4,353,0,-1,76,90112,75
1377,6,206,135,0,255,255,1900,135,235,4,-34,207,2,255,Uruguay,244,48,-1,1,176580,4,10,-1,4,0,1,0,0,65235,0,0,6,1369,1,77,81,77,85,2,-56,51,80,80,1,0,33,170664,1,263424,47,170664,1,0,0,35,4,170664,0,1377,0,1057024,2,0,2,0,182493,1,0,2,0,176580,0,0,0,0,50,0,33,81,6,35,0,-3,179813,176580,7,0,7,353,0,-1,47,1052928,85
1386,77,124,12,0,255,255,1922,255,68,2,19,0,2,255,Mexico,0,74,-1,2,170370,4,10,-1,6,0,2,0,0,87523,1,483,3,1387,1,76,75,76,78,2,-99,50,73,73,1,0,70,210761,1,132116,40,186302,1,0,0,60,4,186302,0,1386,0,270356,1,0,2,0,140233,1,1,4,0,210761,0,0,1,0,53,0,52,75,3,49,0,-6,156353,170370,7,0,7,353,0,-1,40,1052692,78
1387,119,7,241,0,92,0,1913,255,16,7,48,255,2,37,United States,255,74,-1,2,176237,4,10,-1,4,0,1,0,0,40000,1,0,4,1386,1,73,74,73,74,2,-122,53,74,74,1,0,56,36111,0,132128,46,36111,1,0,0,56,2,36111,0,1387,0,270368,2,0,2,0,16254,1,0,2,0,176237,0,0,0,1,49,0,50,74,4,37,0,-8,176237,176237,2,0,6,353,0,-1,46,270368,74
1395,6,128,0,0,0,255,1959,255,0,7,4,233,5,0,Cameroon,0,59,-1,4,175896,4,10,-1,5,0,1,0,0,38509,1,0,5,111112,1,71,74,71,77,2,12,37,73,73,1,0,63,175896,1,90256,52,175896,1,0,0,73,9,175896,0,1395,0,99472,0,0,2,0,207797,0,0,6,0,175896,0,0,0,0,38,0,53,74,5,33,0,1,230512,175896,2,0,5,353,0,-1,53,165008,77
1415,119,221,255,0,59,12,1922,247,0,2,-33,176,8,79,Australia,52,58,-1,4,194958,4,10,-1,5,0,2,0,0,83500,1,0,3,111473,1,74,73,74,68,2,151,40,72,72,1,0,35,194958,1,66720,39,194958,1,0,0,75,2,194958,0,1415,0,66720,0,0,2,0,181483,0,0,7,0,194958,0,0,0,0,40,0,55,73,3,35,0,10,181483,194958,2,0,5,353,0,-1,55,132256,68
1438,123,0,255,1600,0,245,1927,255,0,2,37,255,2,0,Santa Clara,255,49,-1,1,245261,0,1,-1,4,0,2,2,0,12500,2,671,3,1891,1,69,69,69,69,2,-25,72,69,69,2,0,37,194946,1,1073152,51,245261,1,0,0,31,2,245261,2,1438,0,1052672,0,0,2,0,194946,2,0,2,0,245261,0,0,0,0,72,816444,67,69,3,61,9,-1,229282,245261,2,0,1,353,0,-1,51,526336,69
1439,68,24,239,4150,255,255,1910,230,33,3,56,20,2,255,Kalmar FF,28,45,-1,1,193358,4,3,-1,4,0,1,2,0,12000,0,239,5,703,1,65,66,65,66,2,16,53,66,64,1,0,45,177055,1,132160,35,241765,0,0,3,39,2,241765,8,1439,0,1056832,0,0,2,0,177055,1,0,2,0,193358,1,0,0,0,53,700000,45,65,5,59,7,1,193358,193358,2,0,1,353,0,-1,35,526400,66
1445,150,112,1,2400,255,255,1924,3,223,1,55,52,1,255,Esbjerg fB,220,68,-1,4,229725,4,2,-1,3,0,2,3,0,16942,0,157,3,1447,1,64,65,67,62,2,8,67,66,63,1,0,60,229725,1,1056769,60,229725,1,0,3,70,2,229725,7,1445,0,135169,2,0,2,0,150894,2,0,3,0,229725,5,0,0,0,71,500000,70,63,6,79,9,1,239365,229725,2,0,1,353,0,-1,60,1052673,63
1446,150,234,254,3350,1,1,1994,252,1,1,56,219,4,1,AC Horsens,1,27,-1,0,198622,4,3,-1,4,0,2,2,0,10400,1,560,3,271,1,63,65,65,63,2,10,72,65,64,1,0,39,198622,1,266240,43,198622,1,0,0,20,2,198622,6,1446,0,544768,1,0,2,0,229036,2,1,5,0,198622,0,0,0,0,72,830000,71,63,4,73,6,1,198622,198622,2,0,1,353,0,-1,63,528384,68
